Город,Дата,Год,Месяц,День,Макс_температура,Мин_температура,Сред_температура,Давление_гПа,Скорость_ветра_мс,Осадки_мм
Сочи,2022-07-19,2022,7,19,27.2,21.0,23.7,None,3.0,0.0
Сочи,2022-07-20,2022,7,20,26.1,19.0,22.5,None,2.0,1.0
Сочи,2022-07-21,2022,7,21,26.2,18.0,21.8,None,3.0,5.0
Сочи,2022-07-22,2022,7,22,25.6,17.0,19.7,None,4.0,26.0
Сочи,2022-07-23,2022,7,23,24.0,16.0,19.7,None,4.0,54.0
Сочи,2022-07-24,2022,7,24,25.4,16.0,20.5,None,3.0,17.0
Сочи,2022-07-25,2022,7,25,25.3,16.0,21.2,None,3.0,0.0
Сочи,2022-07-26,2022,7,26,26.5,18.0,22.4,None,3.0,0.0
Сочи,2022-07-27,2022,7,27,26.2,19.0,21.8,None,3.0,4.0
Сочи,2022-07-28,2022,7,28,26.6,18.0,22.5,None,4.0,0.0
Сочи,2022-07-29,2022,7,29,27.5,19.0,23.6,None,3.0,0.0
Сочи,2022-07-30,2022,7,30,28.1,20.0,24.5,None,3.0,0.0
Сочи,2022-07-31,2022,7,31,28.6,21.0,25.1,None,3.0,0.0
Сочи,2022-08-01,2022,8,1,28.7,22.0,25.5,None,3.0,0.0
Сочи,2022-08-02,2022,8,2,29.4,23.0,25.5,None,3.0,0.0
Сочи,2022-08-03,2022,8,3,30.0,21.0,25.4,None,3.0,0.0
Сочи,2022-08-04,2022,8,4,29.5,20.0,24.9,None,3.0,0.0
Сочи,2022-08-05,2022,8,5,28.0,21.0,24.4,None,3.0,0.0
Сочи,2022-08-06,2022,8,6,28.9,20.0,24.4,None,3.0,0.0
Сочи,2022-08-07,2022,8,7,28.5,20.6,24.5,None,4.0,0.0
Сочи,2022-08-08,2022,8,8,29.5,21.0,25.1,None,3.0,0.0
Сочи,2022-08-09,2022,8,9,30.5,20.8,25.6,None,4.0,0.0
Сочи,2022-08-10,2022,8,10,31.1,22.0,26.6,None,4.0,0.0
Сочи,2022-08-11,2022,8,11,32.3,23.0,26.9,None,3.0,0.0
Сочи,2022-08-12,2022,8,12,30.0,23.0,25.3,None,3.0,7.0
Сочи,2022-08-13,2022,8,13,30.2,22.0,26.3,None,3.0,0.0
Сочи,2022-08-14,2022,8,14,32.7,22.0,26.3,None,2.0,2.0
Сочи,2022-08-15,2022,8,15,31.3,22.0,26.4,None,3.0,0.0
Сочи,2022-08-16,2022,8,16,30.6,22.0,26.6,None,3.0,0.0
Сочи,2022-08-17,2022,8,17,31.0,23.0,26.4,None,3.0,0.0
Сочи,2022-08-18,2022,8,18,30.6,23.0,26.3,None,3.0,0.0
Сочи,2022-08-19,2022,8,19,30.5,21.0,25.6,None,3.0,13.0
Сочи,2022-08-20,2022,8,20,31.0,22.0,25.5,None,3.0,1.0
Сочи,2022-08-21,2022,8,21,32.0,22.0,26.3,None,3.0,0.0
Сочи,2022-08-22,2022,8,22,32.0,22.0,25.9,None,3.0,0.0
Сочи,2022-08-23,2022,8,23,32.0,21.0,26.4,None,3.0,0.0
Сочи,2022-08-24,2022,8,24,32.0,22.0,26.6,None,4.0,0.0
Сочи,2022-08-25,2022,8,25,33.0,22.0,27.8,None,4.0,0.0
Сочи,2022-08-26,2022,8,26,31.7,21.0,27.7,None,4.0,1.0
Сочи,2022-08-27,2022,8,27,32.2,22.0,26.2,None,3.0,0.0
Сочи,2022-08-28,2022,8,28,30.5,21.0,25.6,None,4.0,0.0
Сочи,2022-08-29,2022,8,29,29.5,22.0,25.4,None,3.0,0.0
Сочи,2022-08-30,2022,8,30,30.3,21.0,25.4,None,3.0,0.0
Сочи,2022-08-31,2022,8,31,31.0,20.0,25.8,None,3.0,0.0
Сочи,2022-09-01,2022,9,1,32.0,21.0,25.8,None,3.0,0.0
Сочи,2022-09-02,2022,9,2,33.4,24.0,27.3,None,4.0,0.0
Сочи,2022-09-03,2022,9,3,31.5,23.0,27.3,None,3.0,0.0
Сочи,2022-09-04,2022,9,4,30.0,20.0,24.8,None,3.0,8.0
Сочи,2022-09-05,2022,9,5,26.2,19.0,21.4,None,3.0,5.0
Сочи,2022-09-06,2022,9,6,27.2,16.0,21.0,None,4.0,0.0
Сочи,2022-09-07,2022,9,7,24.1,14.9,18.6,None,4.0,2.0
Сочи,2022-09-08,2022,9,8,24.4,14.0,18.4,None,4.0,0.0
Сочи,2022-09-09,2022,9,9,25.0,13.9,18.7,None,4.0,0.0
Сочи,2022-09-10,2022,9,10,25.5,15.0,20.1,None,4.0,0.0
Сочи,2022-09-11,2022,9,11,28.2,16.2,21.9,None,4.0,0.0
Сочи,2022-09-12,2022,9,12,28.0,18.0,23.0,None,4.0,0.0
Сочи,2022-09-13,2022,9,13,22.6,15.0,18.4,None,3.0,6.0
Сочи,2022-09-14,2022,9,14,22.9,14.9,17.9,None,3.0,34.0
Сочи,2022-09-15,2022,9,15,24.4,16.0,19.3,None,3.0,0.0
Сочи,2022-09-16,2022,9,16,28.3,17.5,22.0,None,4.0,0.0
Сочи,2022-09-17,2022,9,17,31.0,20.0,24.7,None,4.0,0.0
Сочи,2022-09-18,2022,9,18,34.5,21.0,27.0,None,4.0,0.0
Сочи,2022-09-19,2022,9,19,26.0,19.0,21.6,None,3.0,16.0
Сочи,2022-09-20,2022,9,20,26.0,19.0,21.7,None,2.0,0.0
Сочи,2022-09-21,2022,9,21,20.4,16.0,18.2,None,3.0,31.0
Сочи,2022-09-22,2022,9,22,22.0,16.0,18.3,None,3.0,23.0
Сочи,2022-09-23,2022,9,23,22.9,14.0,16.7,None,3.0,55.0
Сочи,2022-09-24,2022,9,24,17.4,13.0,14.2,None,3.0,27.0
Сочи,2022-09-25,2022,9,25,20.9,12.0,15.2,None,4.0,10.0
Сочи,2022-09-26,2022,9,26,25.0,11.7,17.1,None,4.0,0.0
Сочи,2022-09-27,2022,9,27,27.0,14.0,19.1,None,5.0,0.0
Сочи,2022-09-28,2022,9,28,24.8,16.0,19.4,None,5.0,0.0
Сочи,2022-09-29,2022,9,29,25.7,16.0,20.4,None,3.0,3.0
Сочи,2022-09-30,2022,9,30,26.2,15.0,20.1,None,3.0,0.0
Сочи,2022-10-01,2022,10,1,26.0,16.0,19.9,None,3.0,0.0
Сочи,2022-10-02,2022,10,2,28.5,14.6,21.1,None,3.0,0.0
Сочи,2022-10-03,2022,10,3,22.4,16.0,18.2,None,2.0,13.0
Сочи,2022-10-04,2022,10,4,17.8,15.0,16.4,None,3.0,25.0
Сочи,2022-10-05,2022,10,5,21.7,15.0,17.4,None,3.0,26.0
Сочи,2022-10-06,2022,10,6,22.3,14.9,17.5,None,2.0,0.0
Сочи,2022-10-07,2022,10,7,23.7,13.4,18.0,None,3.0,0.0
Сочи,2022-10-08,2022,10,8,25.1,14.4,19.8,None,3.0,0.0
Сочи,2022-10-09,2022,10,9,24.5,16.0,18.3,None,3.0,13.0
Сочи,2022-10-10,2022,10,10,19.9,13.0,16.7,None,3.0,16.0
Сочи,2022-10-11,2022,10,11,20.5,12.9,15.6,None,3.0,4.0
Сочи,2022-10-12,2022,10,12,20.1,11.9,14.9,None,4.0,0.0
Сочи,2022-10-13,2022,10,13,20.8,11.9,15.4,None,3.0,0.0
Сочи,2022-10-14,2022,10,14,20.4,12.0,15.4,None,3.0,0.0
Сочи,2022-10-15,2022,10,15,22.1,11.9,16.1,None,3.0,0.0
Сочи,2022-10-16,2022,10,16,22.6,13.4,17.3,None,3.0,0.0
Сочи,2022-10-17,2022,10,17,22.5,16.0,17.8,None,4.0,0.0
Сочи,2022-10-18,2022,10,18,22.9,13.7,17.7,None,3.0,0.0
Сочи,2022-10-19,2022,10,19,23.5,12.3,18.1,None,3.0,0.0
Сочи,2022-10-20,2022,10,20,18.7,12.0,15.6,None,2.0,26.0
Сочи,2022-10-21,2022,10,21,15.5,6.5,10.5,None,4.0,1.0
Сочи,2022-10-22,2022,10,22,17.7,7.0,11.3,None,4.0,0.0
Сочи,2022-10-23,2022,10,23,19.4,8.6,13.2,None,3.0,0.0
Сочи,2022-10-24,2022,10,24,16.0,11.0,12.7,None,4.0,26.0
Сочи,2022-10-25,2022,10,25,18.8,8.9,12.7,None,3.0,0.0
Сочи,2022-10-26,2022,10,26,22.1,10.0,14.8,None,3.0,0.0
Сочи,2022-10-27,2022,10,27,18.0,10.0,13.1,None,3.0,28.0
Сочи,2022-10-28,2022,10,28,17.7,9.0,12.7,None,3.0,1.0
Сочи,2022-10-29,2022,10,29,19.8,9.4,12.8,None,3.0,0.0
Сочи,2022-10-30,2022,10,30,19.3,11.0,13.0,None,3.0,1.0
Сочи,2022-10-31,2022,10,31,13.9,9.0,11.8,None,3.0,39.0
Сочи,2022-11-01,2022,11,1,13.5,6.5,9.8,None,3.0,17.0
Сочи,2022-11-02,2022,11,2,16.6,6.0,10.9,None,3.0,0.0
Сочи,2022-11-03,2022,11,3,14.9,10.0,11.7,None,3.0,0.0
Сочи,2022-11-04,2022,11,4,16.7,10.0,11.9,None,2.0,16.0
Сочи,2022-11-05,2022,11,5,17.8,8.9,11.9,None,3.0,27.0
Сочи,2022-11-06,2022,11,6,17.8,6.9,10.8,None,4.0,0.0
Сочи,2022-11-07,2022,11,7,17.7,6.0,10.4,None,5.0,0.0
Сочи,2022-11-08,2022,11,8,17.9,7.0,11.1,None,4.0,0.0
Сочи,2022-11-09,2022,11,9,14.9,9.9,11.6,None,4.0,7.0
Сочи,2022-11-10,2022,11,10,17.8,10.0,12.7,None,2.0,1.0
Сочи,2022-11-11,2022,11,11,18.4,8.4,11.7,None,3.0,0.0
Сочи,2022-11-12,2022,11,12,17.9,6.9,11.1,None,3.0,0.0
Сочи,2022-11-13,2022,11,13,16.7,6.3,10.4,None,3.0,0.0
Сочи,2022-11-14,2022,11,14,15.3,7.0,10.5,None,3.0,0.0
Сочи,2022-11-15,2022,11,15,15.8,6.0,9.4,None,3.0,0.0
Сочи,2022-11-16,2022,11,16,18.1,4.7,11.0,None,3.0,0.0
Сочи,2022-11-17,2022,11,17,17.4,10.9,13.8,None,4.0,8.0
Сочи,2022-11-18,2022,11,18,18.3,11.0,13.8,None,4.0,8.0
Сочи,2022-11-19,2022,11,19,19.9,11.9,15.3,None,5.0,0.0
Сочи,2022-11-20,2022,11,20,23.1,13.5,16.4,None,4.0,3.0
Сочи,2022-11-21,2022,11,21,22.9,11.8,16.2,None,4.0,0.0
Сочи,2022-11-22,2022,11,22,19.1,13.0,15.6,None,3.0,0.0
Сочи,2022-11-23,2022,11,23,18.9,11.8,14.6,None,3.0,2.0
Сочи,2022-11-24,2022,11,24,21.3,11.9,15.4,None,4.0,0.0
Сочи,2022-11-25,2022,11,25,20.6,11.2,15.9,None,3.0,0.0
Сочи,2022-11-26,2022,11,26,17.5,12.0,14.9,None,3.0,0.0
Сочи,2022-11-27,2022,11,27,13.7,7.0,11.7,None,3.0,64.0
Сочи,2022-11-28,2022,11,28,15.4,5.8,9.8,None,2.0,0.0
Сочи,2022-11-29,2022,11,29,16.9,6.8,11.2,None,2.0,0.0
Сочи,2022-11-30,2022,11,30,18.6,7.0,11.5,None,2.0,0.0
Сочи,2022-12-01,2022,12,1,17.5,6.8,10.8,None,2.0,0.0
Сочи,2022-12-02,2022,12,2,14.3,7.7,11.4,None,2.0,1.0
Сочи,2022-12-03,2022,12,3,14.4,10.8,12.1,None,4.0,4.0
Сочи,2022-12-04,2022,12,4,14.1,10.0,11.8,None,4.0,1.0
Сочи,2022-12-05,2022,12,5,13.3,7.9,10.2,None,3.0,0.0
Сочи,2022-12-06,2022,12,6,13.5,6.9,9.3,None,4.0,0.0
Сочи,2022-12-07,2022,12,7,14.3,5.9,8.6,None,3.0,0.0
Сочи,2022-12-08,2022,12,8,15.2,5.3,9.5,None,2.0,0.0
Сочи,2022-12-09,2022,12,9,16.2,6.0,11.2,None,3.0,0.0
Сочи,2022-12-10,2022,12,10,16.3,9.3,12.2,None,4.0,0.0
Сочи,2022-12-11,2022,12,11,17.0,8.5,12.4,None,4.0,0.0
Сочи,2022-12-12,2022,12,12,14.9,10.0,12.3,None,3.0,0.0
Сочи,2022-12-13,2022,12,13,15.9,9.9,12.3,None,3.0,2.0
Сочи,2022-12-14,2022,12,14,12.0,7.7,8.8,None,3.0,52.0
Сочи,2022-12-15,2022,12,15,16.4,7.4,12.2,None,2.0,12.0
Сочи,2022-12-16,2022,12,16,15.2,10.0,13.2,None,4.0,19.0
Сочи,2022-12-17,2022,12,17,18.2,7.8,11.8,None,3.0,0.0
Сочи,2022-12-18,2022,12,18,19.0,8.0,12.2,None,4.0,0.0
Сочи,2022-12-19,2022,12,19,13.0,6.0,9.8,None,3.0,5.0
Сочи,2022-12-20,2022,12,20,9.0,3.9,6.3,None,2.0,0.0
Сочи,2022-12-21,2022,12,21,12.4,2.2,6.7,None,3.0,0.0
Сочи,2022-12-22,2022,12,22,12.9,3.6,7.0,None,2.0,0.0
Сочи,2022-12-23,2022,12,23,15.0,2.0,7.2,None,2.0,0.0
Сочи,2022-12-24,2022,12,24,13.6,3.0,7.7,None,3.0,0.0
Сочи,2022-12-25,2022,12,25,11.4,5.0,7.6,None,3.0,0.0
Сочи,2022-12-26,2022,12,26,11.4,6.8,8.5,None,3.0,5.0
Сочи,2022-12-27,2022,12,27,11.1,7.0,8.7,None,3.0,2.0
Сочи,2022-12-28,2022,12,28,12.4,3.0,8.2,None,5.0,15.0
Сочи,2022-12-29,2022,12,29,10.3,-0.6,3.8,None,3.0,0.0
Сочи,2022-12-30,2022,12,30,12.3,1.1,5.9,None,5.0,0.0
Сочи,2022-12-31,2022,12,31,14.5,3.0,6.8,None,4.0,0.0
Сочи,2023-01-01,2023,1,1,12.9,3.2,6.8,None,3.0,0.0
Сочи,2023-01-02,2023,1,2,13.4,2.1,6.6,None,3.0,0.0
Сочи,2023-01-03,2023,1,3,14.4,1.7,6.9,None,3.0,0.0
Сочи,2023-01-04,2023,1,4,13.4,2.3,7.9,None,3.0,0.0
Сочи,2023-01-05,2023,1,5,12.2,6.0,8.7,None,3.0,0.0
Сочи,2023-01-06,2023,1,6,10.9,5.0,7.9,None,4.0,26.0
Сочи,2023-01-07,2023,1,7,7.0,1.0,4.1,None,3.0,9.0
Сочи,2023-01-08,2023,1,8,8.4,0.6,3.3,None,3.0,0.0
Сочи,2023-01-09,2023,1,9,8.5,0.0,3.4,None,4.0,1.0
Сочи,2023-01-10,2023,1,10,10.4,0.0,3.1,None,4.0,0.0
Сочи,2023-01-11,2023,1,11,11.3,-1.4,3.6,None,3.0,0.0
Сочи,2023-01-12,2023,1,12,11.4,-0.9,3.7,None,3.0,0.0
Сочи,2023-01-13,2023,1,13,12.4,-1.6,4.2,None,3.0,0.0
Сочи,2023-01-14,2023,1,14,11.9,-0.4,4.7,None,4.0,0.0
Сочи,2023-01-15,2023,1,15,12.7,1.4,6.2,None,3.0,0.0
Сочи,2023-01-16,2023,1,16,12.9,3.0,7.1,None,3.0,0.0
Сочи,2023-01-17,2023,1,17,16.0,2.3,8.9,None,4.0,0.0
Сочи,2023-01-18,2023,1,18,16.9,4.0,10.6,None,4.0,0.0
Сочи,2023-01-19,2023,1,19,17.0,7.0,11.1,None,4.0,0.0
Сочи,2023-01-20,2023,1,20,16.5,5.0,10.3,None,4.0,0.0
Сочи,2023-01-21,2023,1,21,15.1,4.0,9.3,None,4.0,0.0
Сочи,2023-01-22,2023,1,22,14.9,4.0,7.3,None,3.0,0.0
Сочи,2023-01-23,2023,1,23,12.6,2.3,6.1,None,4.0,0.0
Сочи,2023-01-24,2023,1,24,12.0,1.8,5.2,None,4.0,0.0
Сочи,2023-01-25,2023,1,25,12.0,0.0,4.6,None,4.0,0.0
Сочи,2023-01-26,2023,1,26,11.4,0.7,4.2,None,4.0,0.0
Сочи,2023-01-27,2023,1,27,13.3,0.6,5.9,None,4.0,0.0
Сочи,2023-01-28,2023,1,28,12.9,3.5,8.6,None,4.0,1.0
Сочи,2023-01-29,2023,1,29,13.9,5.0,8.6,None,4.0,1.0
Сочи,2023-01-30,2023,1,30,11.4,2.0,5.7,None,3.0,11.0
Сочи,2023-01-31,2023,1,31,12.1,1.1,6.1,None,3.0,0.0
Сочи,2023-02-01,2023,2,1,10.4,3.0,6.6,None,3.0,1.0
Сочи,2023-02-02,2023,2,2,9.3,3.0,4.7,None,3.0,7.0
Сочи,2023-02-03,2023,2,3,7.8,2.0,4.7,None,4.0,7.0
Сочи,2023-02-04,2023,2,4,8.9,2.3,4.7,None,4.0,26.0
Сочи,2023-02-05,2023,2,5,12.1,3.0,5.9,None,3.0,0.0
Сочи,2023-02-06,2023,2,6,11.5,0.7,6.3,None,3.0,0.0
Сочи,2023-02-07,2023,2,7,7.2,3.0,4.1,None,5.0,28.0
Сочи,2023-02-08,2023,2,8,7.0,1.0,4.1,None,4.0,2.0
Сочи,2023-02-09,2023,2,9,9.5,0.0,4.1,None,4.0,0.0
Сочи,2023-02-10,2023,2,10,9.9,1.0,5.0,None,4.0,0.0
Сочи,2023-02-11,2023,2,11,8.5,0.0,3.8,None,3.0,3.0
Сочи,2023-02-12,2023,2,12,8.6,1.0,3.9,None,3.0,0.0
Сочи,2023-02-13,2023,2,13,3.1,-2.0,0.3,None,6.0,23.0
Сочи,2023-02-14,2023,2,14,5.2,-2.0,2.0,None,6.0,0.0
Сочи,2023-02-15,2023,2,15,6.0,-3.0,1.6,None,4.0,10.0
Сочи,2023-02-16,2023,2,16,6.6,-3.4,0.8,None,3.0,0.0
Сочи,2023-02-17,2023,2,17,5.5,-2.0,1.2,None,4.0,0.0
Сочи,2023-02-18,2023,2,18,8.4,2.1,5.7,None,5.0,1.0
Сочи,2023-02-19,2023,2,19,8.9,5.0,6.7,None,6.0,22.0
Сочи,2023-02-20,2023,2,20,9.0,2.0,6.4,None,5.0,34.0
Сочи,2023-02-21,2023,2,21,7.0,2.0,4.0,None,6.0,13.0
Сочи,2023-02-22,2023,2,22,9.9,2.7,7.4,None,4.0,11.0
Сочи,2023-02-23,2023,2,23,8.9,-1.0,3.7,None,3.0,0.0
Сочи,2023-02-24,2023,2,24,8.7,-1.4,3.4,None,4.0,0.0
Сочи,2023-02-25,2023,2,25,12.9,1.7,7.3,None,5.0,0.0
Сочи,2023-02-26,2023,2,26,16.5,7.0,11.3,None,5.0,0.0
Сочи,2023-02-27,2023,2,27,19.5,8.0,12.7,None,5.0,0.0
Сочи,2023-02-28,2023,2,28,18.7,6.8,12.7,None,4.0,0.0
Сочи,2023-03-01,2023,3,1,11.4,7.0,8.9,None,3.0,7.0
Сочи,2023-03-02,2023,3,2,11.0,6.0,7.9,None,3.0,10.0
Сочи,2023-03-03,2023,3,3,11.9,8.0,9.2,None,2.0,0.0
Сочи,2023-03-04,2023,3,4,11.0,6.0,7.6,None,2.0,24.0
Сочи,2023-03-05,2023,3,5,14.5,6.0,9.8,None,4.0,0.0
Сочи,2023-03-06,2023,3,6,13.6,3.0,7.7,None,5.0,15.0
Сочи,2023-03-07,2023,3,7,11.9,2.7,7.4,None,3.0,0.0
Сочи,2023-03-08,2023,3,8,17.9,6.0,11.0,None,4.0,0.0
Сочи,2023-03-09,2023,3,9,19.1,5.4,11.7,None,3.0,0.0
Сочи,2023-03-10,2023,3,10,16.3,9.0,11.4,None,3.0,0.0
Сочи,2023-03-11,2023,3,11,22.0,10.0,16.2,None,5.0,0.0
Сочи,2023-03-12,2023,3,12,24.5,11.0,16.4,None,4.0,0.0
Сочи,2023-03-13,2023,3,13,11.9,9.0,9.9,None,3.0,44.0
Сочи,2023-03-14,2023,3,14,11.4,8.0,8.9,None,2.0,3.0
Сочи,2023-03-15,2023,3,15,17.0,6.0,11.2,None,2.0,0.0
Сочи,2023-03-16,2023,3,16,12.4,8.0,9.7,None,2.0,0.0
Сочи,2023-03-17,2023,3,17,14.2,9.0,10.3,None,2.0,2.0
Сочи,2023-03-18,2023,3,18,11.5,8.0,9.3,None,2.0,0.0
Сочи,2023-03-19,2023,3,19,11.4,8.0,9.2,None,1.0,0.0
Сочи,2023-03-20,2023,3,20,11.0,8.0,9.3,None,2.0,2.0
Сочи,2023-03-21,2023,3,21,11.9,7.0,9.3,None,4.0,1.0
Сочи,2023-03-22,2023,3,22,12.9,4.0,8.8,None,3.0,0.0
Сочи,2023-03-23,2023,3,23,14.6,7.0,10.0,None,2.0,0.0
Сочи,2023-03-24,2023,3,24,12.6,9.0,9.7,None,1.0,11.0
Сочи,2023-03-25,2023,3,25,12.9,9.0,10.2,None,2.0,0.0
Сочи,2023-03-26,2023,3,26,16.8,7.0,11.4,None,3.0,16.0
Сочи,2023-03-27,2023,3,27,14.6,5.0,9.9,None,2.0,4.0
Сочи,2023-03-28,2023,3,28,23.5,4.0,12.9,None,5.0,0.0
Сочи,2023-03-29,2023,3,29,12.0,4.0,8.3,None,4.0,24.0
Сочи,2023-03-30,2023,3,30,9.5,2.0,5.0,None,4.0,19.0
Сочи,2023-03-31,2023,3,31,10.3,1.6,5.3,None,4.0,0.0
Сочи,2023-04-01,2023,4,1,10.8,0.0,5.7,None,3.0,0.0
Сочи,2023-04-02,2023,4,2,17.5,3.7,10.6,None,3.0,0.0
Сочи,2023-04-03,2023,4,3,16.0,9.0,11.8,None,3.0,1.0
Сочи,2023-04-04,2023,4,4,23.3,8.4,17.1,None,4.0,0.0
Сочи,2023-04-05,2023,4,5,22.8,10.0,14.6,None,4.0,4.0
Сочи,2023-04-06,2023,4,6,12.9,9.0,10.3,None,4.0,9.0
Сочи,2023-04-07,2023,4,7,13.2,8.0,9.8,None,2.0,10.0
Сочи,2023-04-08,2023,4,8,11.4,7.0,9.8,None,3.0,13.0
Сочи,2023-04-09,2023,4,9,15.4,5.0,10.2,None,2.0,1.0
Сочи,2023-04-10,2023,4,10,21.0,7.8,14.3,None,3.0,0.0
Сочи,2023-04-11,2023,4,11,19.4,10.0,13.4,None,3.0,4.0
Сочи,2023-04-12,2023,4,12,13.5,11.0,11.6,None,2.0,24.0
Сочи,2023-04-13,2023,4,13,13.7,9.0,10.5,None,4.0,22.0
Сочи,2023-04-14,2023,4,14,15.0,8.0,10.2,None,3.0,10.0
Сочи,2023-04-15,2023,4,15,20.0,8.0,13.3,None,4.0,0.0
Сочи,2023-04-16,2023,4,16,19.9,7.0,14.2,None,3.0,0.0
Сочи,2023-04-17,2023,4,17,21.0,10.0,14.8,None,3.0,0.0
Сочи,2023-04-18,2023,4,18,23.0,9.0,17.1,None,2.0,0.0
Сочи,2023-04-19,2023,4,19,25.4,14.9,19.0,None,4.0,0.0
Сочи,2023-04-20,2023,4,20,16.5,11.0,13.0,None,2.0,24.0
Сочи,2023-04-21,2023,4,21,14.3,10.0,11.1,None,2.0,43.0
Сочи,2023-04-22,2023,4,22,15.4,9.0,10.9,None,1.0,10.0
Сочи,2023-04-23,2023,4,23,17.0,6.8,12.9,None,3.0,0.0
Сочи,2023-04-24,2023,4,24,12.6,11.0,11.4,None,1.0,16.0
Сочи,2023-04-25,2023,4,25,17.0,9.0,12.6,None,2.0,2.0
Сочи,2023-04-26,2023,4,26,25.5,8.9,16.9,None,3.0,0.0
Сочи,2023-04-27,2023,4,27,25.0,11.5,18.2,None,3.0,0.0
Сочи,2023-04-28,2023,4,28,20.9,12.0,14.8,None,3.0,4.0
Сочи,2023-04-29,2023,4,29,13.4,10.0,11.1,None,2.0,40.0
Сочи,2023-04-30,2023,4,30,15.0,9.0,11.6,None,3.0,3.0
Сочи,2023-05-01,2023,5,1,15.3,8.9,11.6,None,2.0,0.0
Сочи,2023-05-02,2023,5,2,15.0,9.0,11.6,None,3.0,16.0
Сочи,2023-05-03,2023,5,3,16.9,8.9,12.2,None,2.0,0.0
Сочи,2023-05-04,2023,5,4,17.4,8.0,12.8,None,2.0,0.0
Сочи,2023-05-05,2023,5,5,19.0,9.0,13.7,None,3.0,0.0
Сочи,2023-05-06,2023,5,6,20.9,7.8,14.0,None,2.0,0.0
Сочи,2023-05-07,2023,5,7,18.9,12.0,14.1,None,3.0,26.0
Сочи,2023-05-08,2023,5,8,15.9,12.9,13.8,None,3.0,1.0
Сочи,2023-05-09,2023,5,9,17.4,11.0,14.1,None,3.0,10.0
Сочи,2023-05-10,2023,5,10,14.9,11.0,12.3,None,2.0,7.0
Сочи,2023-05-11,2023,5,11,15.5,9.0,11.9,None,2.0,10.0
Сочи,2023-05-12,2023,5,12,17.4,9.0,13.4,None,2.0,1.0
Сочи,2023-05-13,2023,5,13,13.9,12.0,12.7,None,1.0,13.0
Сочи,2023-05-14,2023,5,14,16.9,10.0,13.2,None,2.0,15.0
Сочи,2023-05-15,2023,5,15,17.9,9.0,13.9,None,3.0,0.0
Сочи,2023-05-16,2023,5,16,19.0,9.0,14.5,None,2.0,0.0
Сочи,2023-05-17,2023,5,17,20.0,9.0,14.8,None,2.0,0.0
Сочи,2023-05-18,2023,5,18,23.0,9.9,16.8,None,3.0,0.0
Сочи,2023-05-19,2023,5,19,23.4,13.0,17.1,None,3.0,0.0
Сочи,2023-05-20,2023,5,20,20.0,15.0,16.4,None,2.0,0.0
Сочи,2023-05-21,2023,5,21,21.5,13.9,16.6,None,2.0,23.0
Сочи,2023-05-22,2023,5,22,22.0,15.0,17.9,None,3.0,0.0
Сочи,2023-05-23,2023,5,23,28.0,16.8,20.7,None,4.0,0.0
Сочи,2023-05-24,2023,5,24,22.5,15.0,18.8,None,3.0,3.0
Сочи,2023-05-25,2023,5,25,23.5,15.0,18.3,None,3.0,0.0
Сочи,2023-05-26,2023,5,26,21.2,15.0,17.2,None,1.0,15.0
Сочи,2023-05-27,2023,5,27,22.6,14.0,18.1,None,3.0,0.0
Сочи,2023-05-28,2023,5,28,23.0,13.0,18.4,None,2.0,0.0
Сочи,2023-05-29,2023,5,29,26.5,17.0,20.6,None,2.0,1.0
Сочи,2023-05-30,2023,5,30,26.5,16.0,20.0,None,2.0,10.0
Сочи,2023-05-31,2023,5,31,24.0,16.0,19.7,None,3.0,0.0
Сочи,2023-06-01,2023,6,1,23.5,15.0,18.4,None,2.0,0.0
Сочи,2023-06-02,2023,6,2,23.5,15.0,19.1,None,3.0,0.0
Сочи,2023-06-03,2023,6,3,28.5,16.0,22.6,None,4.0,0.0
Сочи,2023-06-04,2023,6,4,26.5,19.0,21.9,None,3.0,6.0
Сочи,2023-06-05,2023,6,5,26.5,18.0,20.4,None,2.0,1.0
Сочи,2023-06-06,2023,6,6,24.5,17.0,20.6,None,3.0,8.0
Сочи,2023-06-07,2023,6,7,24.5,17.0,20.7,None,3.0,0.0
Сочи,2023-06-08,2023,6,8,26.0,17.0,21.1,None,3.0,0.0
Сочи,2023-06-09,2023,6,9,27.4,17.0,22.7,None,3.0,0.0
Сочи,2023-06-10,2023,6,10,25.8,18.0,21.7,None,3.0,1.0
Сочи,2023-06-11,2023,6,11,25.4,18.0,21.6,None,3.0,9.0
Сочи,2023-06-12,2023,6,12,25.8,19.0,21.8,None,3.0,0.0
Сочи,2023-06-13,2023,6,13,26.3,19.0,22.2,None,2.0,1.0
Сочи,2023-06-14,2023,6,14,25.2,19.0,21.8,None,3.0,25.0
Сочи,2023-06-15,2023,6,15,25.4,18.0,21.3,None,2.0,4.0
Сочи,2023-06-16,2023,6,16,25.2,17.0,21.1,None,3.0,0.0
Сочи,2023-06-17,2023,6,17,26.0,17.0,21.8,None,3.0,0.0
Сочи,2023-06-18,2023,6,18,28.0,17.0,21.9,None,3.0,0.0
Сочи,2023-06-19,2023,6,19,26.6,18.0,21.9,None,4.0,0.0
Сочи,2023-06-20,2023,6,20,26.0,18.0,21.4,None,3.0,0.0
Сочи,2023-06-21,2023,6,21,25.8,17.0,21.8,None,3.0,0.0
Сочи,2023-06-22,2023,6,22,25.8,19.0,22.5,None,3.0,0.0
